symbol_a,symbol_b,mcap_tercile,industry_same,prompt_variant,llm_tag,llm_conf,normalized_bucket,rationale_A,rationale_B,claim_type,basis_hint,counter_signal,verdict
VLO,WMB,상,상이,A,에너지 자원 가공 및 운송,0.85,에너지·유전·수처리,"{""claim"": ""VLO는 석유 정제 및 바이오 연료 생산에, WMB는 천연가스 운송 및 처리에 중점을 두어 에너지 자원을 가공하고 운반하는 역할을 합니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""두 기업의 주요 사업 영역"", ""counter_signal"": ""두 기업은 직접적인 상품 시장에서 경쟁하기보다는 각기 다른 에너지 자원(원유 및 천연가스)과 가치 사슬 단계(정제 vs. 미드스트림 운송/처리)에 집중합니다.""}",,known_fact,두 기업의 주요 사업 영역,두 기업은 직접적인 상품 시장에서 경쟁하기보다는 각기 다른 에너지 자원(원유 및 천연가스)과 가치 사슬 단계(정제 vs. 미드스트림 운송/처리)에 집중합니다.,
KEYS,TTWO,상,상이,A,기술 산업,0.1,반도체·메모리,"{""claim"": ""Keysight Technologies는 전자 측정 및 설계 솔루션을 제공하는 반면, Take-Two Interactive Software는 비디오 게임 퍼블리셔로, 핵심 사업 도메인에서 직접적인 경쟁이나 연결점이 없다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 기업의 사업 보고서 및 주력 제품/서비스"", ""counter_signal"": """"}",,known_fact,각 기업의 사업 보고서 및 주력 제품/서비스,,
CCL,MCD,상,상이,A,환대 산업,0.9,여행·숙박·크루즈,"{""claim"": ""CCL은 크루즈 여행, MCD는 패스트푸드 레스토랑을 운영하며, 둘 다 광범위한 환대 산업에 속해 소비자 임의 지출을 놓고 경쟁한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""CCL (크루즈 여행), MCD (패스트푸드), 소비자 임의 지출, 환대 산업 분류"", ""counter_signal"": ""두 회사의 구체적인 서비스 제공 방식(장기 여행 vs. 즉석 식사)은 매우 상이하다는 점""}",,known_fact,"CCL (크루즈 여행), MCD (패스트푸드), 소비자 임의 지출, 환대 산업 분류",두 회사의 구체적인 서비스 제공 방식(장기 여행 vs. 즉석 식사)은 매우 상이하다는 점,
ACN,EA,상,상이,A,정보 기술 서비스,0.8,클라우드·엔터프라이즈SW,"{""claim"": ""Accenture는 다양한 산업군의 기업에 정보 기술 컨설팅 및 솔루션을 제공하며, Electronic Arts는 게임 개발 및 디지털 엔터테인먼트 운영에 핵심적으로 정보 기술 서비스를 사용하고 소비한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""ACN의 사업 모델(IT 컨설팅, 디지털 전환)과 EA의 기술 집약적 사업(온라인 게임 플랫폼, 클라우드 인프라 등) 특성"", ""counter_signal"": ""두 회사는 최종 소비자 시장에서 직접적으로 경쟁하지 않으며, ACN은 서비스 공급자, EA는 서비스 소비자의 관계에 가깝다.""}",,known_fact,"ACN의 사업 모델(IT 컨설팅, 디지털 전환)과 EA의 기술 집약적 사업(온라인 게임 플랫폼, 클라우드 인프라 등) 특성","두 회사는 최종 소비자 시장에서 직접적으로 경쟁하지 않으며, ACN은 서비스 공급자, EA는 서비스 소비자의 관계에 가깝다.",
CSCO,META,상,상이,A,데이터센터 및 클라우드 인프라,0.95,통신·네트워크,"{""claim"": ""Meta는 방대한 사용자 기반과 메타버스 서비스를 지원하기 위해 대규모 데이터센터와 클라우드 인프라를 구축하고 운영하며, Cisco는 이러한 환경에 필수적인 네트워킹, 서버, 보안 솔루션 등을 제공하는 주요 벤더이자 기술 파트너이다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""Meta의 글로벌 데이터센터 운영, OCP(Open Compute Project) 활동, Cisco의 데이터센터 네트워킹 및 컴퓨팅 솔루션 포트폴리오"", ""counter_signal"": ""Meta는 데이터센터 및 클라우드 인프라 장비를 직접 판매하지 않으며, Cisco는 소셜 미디어 또는 광고 서비스를 제공하지 않아 직접적인 시장 경쟁은 제한적이다.""}",,known_fact,"Meta의 글로벌 데이터센터 운영, OCP(Open Compute Project) 활동, Cisco의 데이터센터 네트워킹 및 컴퓨팅 솔루션 포트폴리오","Meta는 데이터센터 및 클라우드 인프라 장비를 직접 판매하지 않으며, Cisco는 소셜 미디어 또는 광고 서비스를 제공하지 않아 직접적인 시장 경쟁은 제한적이다.",
JPM,MSCI,상,상이,A,금융 지수 및 분석 서비스,0.9,금융·결제·거래소,"{""claim"": ""MSCI는 글로벌 투자 커뮤니티에 금융 지수, 리스크 분석 및 ESG 솔루션을 제공하며, JPM은 자산 운용 및 투자 전략 수립에 이러한 서비스를 광범위하게 활용한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""MSCI의 핵심 사업 모델(지수 라이선싱, 데이터, 분석), JPM의 자산 운용(Asset & Wealth Management) 부문의 사업 성격."", ""counter_signal"": ""JPM이 MSCI와 직접적으로 금융 지수 개발 또는 외부용 분석 솔루션 판매 시장에서 경쟁하는 사업 부문은 미미하다.""}",,known_fact,"MSCI의 핵심 사업 모델(지수 라이선싱, 데이터, 분석), JPM의 자산 운용(Asset & Wealth Management) 부문의 사업 성격.",JPM이 MSCI와 직접적으로 금융 지수 개발 또는 외부용 분석 솔루션 판매 시장에서 경쟁하는 사업 부문은 미미하다.,
ECL,FCX,상,상이,A,소재 산업,0.85,소재·화학,"{""claim"": ""Ecolab은 산업용 수처리 및 위생 솔루션을 제공하는 회사이며, Freeport-McMoRan은 구리 등 광물을 채굴하는 광업 회사이다. 두 회사 모두 GICS 섹터 분류상 '소재'에 해당한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""GICS 섹터 분류 정보"", ""counter_signal"": ""두 회사의 핵심 사업 모델과 직접적인 경쟁 관계는 없다.""}",,known_fact,GICS 섹터 분류 정보,두 회사의 핵심 사업 모델과 직접적인 경쟁 관계는 없다.,
UPS,VRT,상,상이,A,무관한 산업,1.0,자동차·부품·산업재,"{""claim"": ""UPS는 글로벌 운송 및 물류 서비스 기업이며, VRT는 데이터센터 및 통신 네트워크를 위한 전력, 냉각, IT 인프라 솔루션을 제공하는 기업으로 사업 도메인이 완전히 다릅니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 사의 기업 소개 및 주요 사업 영역 (UPS: package delivery, freight, logistics; VRT: data center power, cooling, IT infrastructure)."", ""counter_signal"": """"}",,known_fact,"각 사의 기업 소개 및 주요 사업 영역 (UPS: package delivery, freight, logistics; VRT: data center power, cooling, IT infrastructure).",,
CEG,ED,상,상이,A,에너지 유틸리티,0.9,유틸리티,"{""claim"": ""Constellation Energy는 발전 및 에너지 공급을, Consolidated Edison은 전력, 가스, 증기 분배 및 공급을 주요 사업으로 하는 에너지 유틸리티 기업들이다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 기업 공식 웹사이트 및 사업 보고서"", ""counter_signal"": """"}",,known_fact,각 기업 공식 웹사이트 및 사업 보고서,,
AFL,AJG,상,상이,A,보험 서비스,0.9,금융·결제·거래소,"{""claim"": ""AFL은 보험 상품을 직접 인수 및 판매하는 보험사이며, AJG는 다양한 보험 상품을 중개하고 위험 관리 컨설팅을 제공하는 보험 중개사로, 두 회사 모두 보험 서비스 산업 내에서 상호 연결되어 활동한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""두 기업의 핵심 사업 모델 및 산업 분류"", ""counter_signal"": """"}",,known_fact,두 기업의 핵심 사업 모델 및 산업 분류,,
SYY,TGT,상,상이,A,식료품 유통,0.7,소매·소비재,"{""claim"": ""Sysco는 B2B 식료품 유통의 선두 주자이며, Target은 대규모 식료품 소매 사업을 운영하며 자체 유통망을 통해 상품을 조달한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""Sysco 및 Target 기업 정보, 사업 모델 분석"", ""counter_signal"": ""Sysco는 B2B에, Target은 B2C 소매에 집중하므로 직접적인 경쟁 관계는 아니다.""}",,known_fact,"Sysco 및 Target 기업 정보, 사업 모델 분석","Sysco는 B2B에, Target은 B2C 소매에 집중하므로 직접적인 경쟁 관계는 아니다.",
FDX,WAB,상,상이,A,물류 및 운송 인프라,0.8,자동차·부품·산업재,"{""claim"": ""FDX는 종합 물류 서비스를 제공하며, WAB는 철도 운송 인프라를 위한 핵심 장비와 솔루션을 공급하여 양사는 물류 및 운송 생태계에서 연결됩니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""FDX(FedEx Corporation)는 택배 및 화물 운송 서비스, WAB(Wabtec Corporation)는 철도 장비 제조 및 솔루션 제공."", ""counter_signal"": ""WAB의 주요 사업 영역인 철도 운송 인프라는 FDX의 다양한 운송 방식 중 일부일 뿐이므로 직접적인 경쟁 또는 밀접한 협력 관계는 아닙니다.""}",,known_fact,"FDX(FedEx Corporation)는 택배 및 화물 운송 서비스, WAB(Wabtec Corporation)는 철도 장비 제조 및 솔루션 제공.",WAB의 주요 사업 영역인 철도 운송 인프라는 FDX의 다양한 운송 방식 중 일부일 뿐이므로 직접적인 경쟁 또는 밀접한 협력 관계는 아닙니다.,
AFL,BAC,상,상이,A,금융 서비스 제공,0.9,금융·결제·거래소,"{""claim"": ""Aflac은 보충 보험을 제공하고 Bank of America는 은행, 투자 및 자산 관리를 포함한 광범위한 금융 서비스를 제공하며, 둘 다 금융 서비스 산업 내에서 고객에게 솔루션을 제공합니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 기업의 주요 사업 영역과 제공 상품 분석"", ""counter_signal"": ""Aflac은 보험에 특화되어 있고 Bank of America는 은행업이 주력이므로 핵심 사업 분야에서 직접적인 경쟁은 제한적입니다.""}",,known_fact,각 기업의 주요 사업 영역과 제공 상품 분석,Aflac은 보험에 특화되어 있고 Bank of America는 은행업이 주력이므로 핵심 사업 분야에서 직접적인 경쟁은 제한적입니다.,
CEG,NEE,상,상이,A,청정 에너지 및 전력 유틸리티,0.95,유틸리티,"{""claim"": ""CEG와 NEE는 모두 청정 에너지 발전과 전력 송배전 및 공급을 주력으로 하는 미국의 대표적인 종합 전력 유틸리티 기업이다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 기업의 주요 사업 설명 및 재무 보고서"", ""counter_signal"": ""CEG는 원자력 중심, NEE는 재생에너지 중심이라는 기술적 차이점은 있으나, 시장 도메인 경쟁에선 미미함""}",,known_fact,각 기업의 주요 사업 설명 및 재무 보고서,"CEG는 원자력 중심, NEE는 재생에너지 중심이라는 기술적 차이점은 있으나, 시장 도메인 경쟁에선 미미함",
JCI,UNP,상,상이,A,산업 인프라,0.8,부동산·REIT,"{""claim"": ""JCI는 건물 인프라 솔루션을 제공하고 UNP는 철도 운송 인프라를 운영하여 두 회사 모두 광범위한 산업 인프라 부문에 기여합니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""JCI (건물 기술, HVAC, 보안), UNP (화물 철도 운송 네트워크)."", ""counter_signal"": ""두 회사의 핵심 사업 모델과 고객 기반은 직접적으로 경쟁하지 않고 크게 다릅니다.""}",,known_fact,"JCI (건물 기술, HVAC, 보안), UNP (화물 철도 운송 네트워크).",두 회사의 핵심 사업 모델과 고객 기반은 직접적으로 경쟁하지 않고 크게 다릅니다.,
FANG,TRGP,상,상이,A,석유가스 생산 및 미드스트림,0.95,에너지·유전·수처리,"{""claim"": ""FANG은 원유 및 천연가스 탐사 및 생산(Upstream) 기업이며, TRGP는 이들 자원의 운송, 처리, 저장 등 미드스트림 서비스를 제공하는 기업으로, 서로 상호 보완적인 관계에 있습니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 기업의 사업 모델 및 가치 사슬 포지션"", ""counter_signal"": """"}",,known_fact,각 기업의 사업 모델 및 가치 사슬 포지션,,
APO,PYPL,상,상이,A,금융 플랫폼,0.6,금융·결제·거래소,"{""claim"": ""APO는 기관 투자를 위한 자산 운용 플랫폼을, PYPL은 디지털 결제 및 금융 거래 플랫폼을 운영한다는 점에서 공통점이 있다."", ""claim_type"": ""inference"", ""basis_hint"": ""두 회사 모두 금융 활동을 중개하고 연결하는 플랫폼 비즈니스 모델을 활용한다."", ""counter_signal"": ""핵심 사업 영역(대안 자산 운용 vs. 디지털 결제)과 주 고객층이 매우 다르다.""}",,inference,두 회사 모두 금융 활동을 중개하고 연결하는 플랫폼 비즈니스 모델을 활용한다.,핵심 사업 영역(대안 자산 운용 vs. 디지털 결제)과 주 고객층이 매우 다르다.,
ROST,SBUX,상,상이,A,소매업,0.7,소매·소비재,"{""claim"": ""ROST는 의류 및 가정용품 소매업체이며, SBUX는 커피 및 음료 소매업체로, 둘 다 물리적 매장을 통해 최종 소비자에게 판매하는 소매업 비즈니스 모델을 공유한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""기업 사업 보고서, 산업 분류"", ""counter_signal"": ""판매 제품 카테고리가 상이하여 직접적인 제품 경쟁은 발생하지 않는다.""}",,known_fact,"기업 사업 보고서, 산업 분류",판매 제품 카테고리가 상이하여 직접적인 제품 경쟁은 발생하지 않는다.,
NSC,ODFL,상,상이,A,화물 운송,0.9,자동차·부품·산업재,"{""claim"": ""NSC는 주요 철도 화물 운송사이고, ODFL은 LTL 트럭 화물 운송사로, 둘 다 화물 운송 시장에서 경쟁하고 연결되는 기업이다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""NSC와 ODFL의 사업 영역 및 제공 서비스에 대한 공개 정보 (연례 보고서, 기업 프로필)."", ""counter_signal"": ""운송 모드가 철도와 트럭으로 달라, 직접적인 일대일 경쟁보다는 광범위한 운송 시장 내에서 경쟁하거나 보완적 관계를 가질 수 있다.""}",,known_fact,"NSC와 ODFL의 사업 영역 및 제공 서비스에 대한 공개 정보 (연례 보고서, 기업 프로필).","운송 모드가 철도와 트럭으로 달라, 직접적인 일대일 경쟁보다는 광범위한 운송 시장 내에서 경쟁하거나 보완적 관계를 가질 수 있다.",
CAH,JNJ,상,상이,B,제약 및 의료 제품 공급망,0.9,헬스케어·의료기기·제약,,"{""claim"": ""Cardinal Health는 제약 및 의료 제품을 유통하고, Johnson & Johnson은 해당 제품들을 제조하므로, 이들은 동일한 의료 및 제약 공급망 내에서 상호 연결됩니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""CAH는 의약품 유통업체이며, JNJ는 제약 및 의료기기 제조업체로서, 공급자와 유통망이라는 관계를 가짐."", ""counter_signal"": """"}",known_fact,"CAH는 의약품 유통업체이며, JNJ는 제약 및 의료기기 제조업체로서, 공급자와 유통망이라는 관계를 가짐.",,
PSX,XOM,상,상이,B,석유 정제 및 유통,0.95,에너지·유전·수처리,,"{""claim"": ""Phillips 66은 주로 원유 정제 및 석유 제품 판매에 집중하며, Exxon Mobil은 통합 석유 가스 기업으로서 이와 동일한 다운스트림(정유 및 마케팅) 사업을 영위한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""두 기업의 산업 분류 및 사업 개요"", ""counter_signal"": """"}",known_fact,두 기업의 산업 분류 및 사업 개요,,
