symbol_pair,relation_type,basis,draft_domain,type_match,suggested_type,gate_class,review_status,target_in_basis,type_signature_ok,confidence,json_ok,gate_class_v2,review_status_v2,self_contradiction,is_enumeration,symbol_boundary_ok,normalized_tag,summary_ko,summary_flags,full_evidence,source_line,roles_ko,decision_hint
JCI↔TT,COMPETES_WITH,"SEC 10-K: Larger competitors include Honeywell International, Inc.; Siemens Smart Infrastructure, an operating",,False,,pending,pending,False,True,0.0,True,pending,pending,False,True,False,,"이 문장은 회사의 주요 경쟁사로 Honeywell, Siemens Smart Infrastructure, Schneider Electric, Carrier Global, Trane Technologies, Vertiv, API Group, Daikin Industries 등을 언급하며, 회사가 매우 분산된 빌딩 서비스 시장에서 경쟁하고 있다고 설명한다.",list|target_absent|truncated,"Larger competitors include Honeywell International, Inc.; Siemens Smart Infrastructure, an operating group of Siemens AG; Schneider Electric SA; Carrier Global Corporation; Trane Technologies plc; Vertiv Holdings Co., API Group and Daikin Industries, Ltd. In addition, the Company competes in a highly fragmented building services market.",JCI 10-K FY2025 · Item 1 사업,"JCI는 '회사' (The Company)로 언급되며, 여러 경쟁사들 속에서 경쟁하는 주체이다. TT는 JCI의 주요 경쟁사 중 하나로 언급된다.",근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
JCI↔VRT,COMPETES_WITH,"SEC 10-K: Larger competitors include Honeywell International, Inc.; Siemens Smart Infrastructure, an operating",,False,COMPETES_WITH,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,True,False,,"이 문장은 회사의 주요 경쟁사로 Honeywell, Siemens Smart Infrastructure, Schneider Electric, Carrier Global, Trane Technologies, Vertiv, API Group, Daikin Industries 등을 언급하며, 회사가 매우 분산된 빌딩 서비스 시장에서 경쟁하고 있다고 설명한다.",list|target_absent|truncated,"Larger competitors include Honeywell International, Inc.; Siemens Smart Infrastructure, an operating group of Siemens AG; Schneider Electric SA; Carrier Global Corporation; Trane Technologies plc; Vertiv Holdings Co., API Group and Daikin Industries, Ltd. In addition, the Company competes in a highly fragmented building services market.",JCI 10-K FY2025 · Item 1 사업,"JCI는 '회사' (The Company)로 언급되며, 여러 경쟁사들 속에서 경쟁하는 주체이다. VRT는 JCI의 주요 경쟁사 중 하나로 언급된다.",근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
JPM↔SYF,COMPETES_WITH,"SEC 10-K: Our primary competitors for partners include major financial institutions, such as American Express,",금융 서비스,True,,pending,pending,True,True,0.3,True,pending,pending,False,False,False,금융·결제·거래소,"이 문장은 파트너 확보를 위한 회사의 주요 경쟁사로 American Express, Bread Financial, Capital One/Discover, JPMorgan Chase, Citibank, TD Bank, Wells Fargo와 같은 주요 금융 기관들을 지목한다. 또한 핀테크 회사, POS 대출 전문 회사 및 잠재적 파트너의 자체 금융 역량도 경쟁사로 언급되며, 일부 경쟁사는 회사보다 훨씬 규모가 크다고 설명한다.",truncated,"Our primary competitors for partners include major financial institutions, such as American Express, Bread Financial, Capital One/Discover, JPMorgan Chase, Citibank, TD Bank and Wells Fargo, as well as, financial technology companies, point-of-sale lending focused companies, and potential partners’ own in-house financing capabilities. Some of our competitors are substantially larger than we are, which may give those competitors advantages, including a more diversified product and customer base, the ability to reach out to more customers and potential customers, operational efficiencies, more versatile technology platforms, broad-based local distribution capabilities and lower-cost funding.",SYF 10-K FY2025 · Item 7 MD&A,"JPM은 '우리' (Our) 회사의 파트너 확보 경쟁사 중 하나인 주요 금융 기관으로 언급된다. SYF는 '우리' (Our) 회사로 언급되며, JPM을 포함한 여러 경쟁사들과 파트너 확보를 위해 경쟁한다.",
KO↔PEP,COMPETES_WITH,"SEC 10-K: In many countries in which our products are sold, including the United States, The Coca-Cola Company",음료 시장,True,,pending,pending,False,True,0.9,True,pending,pending,False,True,False,음료 시장,"이 문장은 미국을 포함한 여러 국가에서 The Coca-Cola Company가 회사의 주요 음료 경쟁사임을 밝힌다. 그 외 음료 및 간편식 경쟁사로는 Campbell’s, Conagra, Hormel Foods, Keurig Dr Pepper, Kraft Heinz, Link Snacks, Mars, Mondelēz, Monster Beverage, Nestlé, Primo Brands, Red Bull, Utz Brands 등이 언급된다.",list|target_absent|truncated,"In many countries in which our products are sold, including the United States, The Coca-Cola Company is our primary beverage competitor. Other beverage and convenient food competitors include, but are not limited to, The Campbell’s Company, Conagra Brands, Inc., Hormel Foods Corporation, Keurig Dr Pepper Inc., The Kraft Heinz Company, Link Snacks, Inc., Mars, Incorporated, Mondelēz International, Inc., Monster Beverage Corporation, Nestlé S.A., Primo Brands Corporation, Red Bull GmbH and Utz Brands, Inc.
Many of our convenient food products hold significant leadership positions in the convenient food industry in the United States and worldwide.",PEP 10-K FY2025 · Item 1 사업,"KO는 '우리' (Our) 회사의 주요 음료 경쟁사로 언급된다. PEP는 '우리' (Our) 회사로 언급되며, KO를 포함한 다양한 음료 및 간편식 경쟁사들과 경쟁한다.",근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
MA↔V,COMPETES_WITH,"SEC 10-K: We compete worldwide with payments networks such as Visa, American Express, JCB, China UnionPay and ",결제 네트워크,True,,auto_candidate,pending,True,True,1.0,True,auto_candidate,pending,False,True,False,금융·결제·거래소,"이 문장은 회사가 모든 결제(지류 및 모든 형태의 전자 결제 포함) 및 서비스/솔루션 제공 분야에서 경쟁하고 있음을 설명한다. 특히 일반 목적 결제 네트워크 분야에서는 Visa, American Express, JCB, China UnionPay, Discover 등과 전 세계적으로 경쟁하고 있으며, 이 경쟁사들은 다양한 카드 기반 결제 상품을 제공한다고 언급한다.",list|truncated,"We compete in all categories of payments (including paper-based payments and all forms of electronic payments) as well as in all categories in which we provide services and solutions:
•
General Purpose Payments Networks.
 We compete worldwide with payments networks such as Visa, American Express, JCB, China UnionPay and Discover, among others. These competitors tend to offer a range of card-based payment products.",MA 10-K FY2025 · Item 1 사업,"MA는 '우리' (We) 회사로 언급되며, Visa를 포함한 여러 결제 네트워크와 경쟁한다. V는 MA가 전 세계적으로 경쟁하는 결제 네트워크 중 하나로 언급된다.",
MSCI↔NDAQ,COMPETES_WITH,SEC 10-K: Among our Index competitors are ... Nasdaq Inc,인덱스 서비스,True,,auto_candidate,pending,True,True,0.95,True,auto_candidate,pending,False,False,False,금융·결제·거래소,이 문장은 MSCI의 인덱스 경쟁사 중 하나로 Nasdaq Inc를 언급합니다.,truncated,Among our Index competitors are ... Nasdaq Inc,MSCI 10-K FY2025,"symbol_a (MSCI)는 'our Index competitors'의 'our'에 해당하며, 문장에서 자사의 경쟁사를 설명하는 주체입니다. symbol_b (NDAQ)는 'Nasdaq Inc'로 명시된 MSCI의 인덱스 경쟁사 중 하나입니다.",
MSCI↔SPGI,COMPETES_WITH,SEC 10-K: Among our Index competitors are S&P Dow Jones Indices LLC (a joint venture of S&P Global Inc. and CM,지수 서비스,True,,auto_candidate,pending,True,True,1.0,True,auto_candidate,pending,False,False,False,지수 서비스,MSCI는 자사의 인덱스 경쟁사로 S&P Global Inc.와 CME Group Inc.의 합작 투자사인 S&P Dow Jones Indices LLC 등을 언급합니다. 또한 자산운용사 및 투자은행 등도 자체 인덱스를 생성하여 경쟁에 참여한다고 설명합니다.,indirect|truncated,"Among our Index competitors are S&P Dow Jones Indices LLC (a joint venture of S&P Global Inc. and CME Group Inc.); FTSE Russell, a subsidiary of the London Stock Exchange Group plc; Nasdaq Inc; Bloomberg Finance L.P. (“Bloomberg”); and Solactive AG.
Competition also exists from industry participants, including asset managers and investment banks, that create their own indexes, often in cooperation with index providers who provide some form of calculation agent service.",MSCI 10-K FY2025 · Item 1 사업,"symbol_a (MSCI)는 'our Index competitors'의 'our'에 해당하며, 문장에서 자사의 경쟁사를 설명하는 주체입니다. symbol_b (SPGI)는 'S&P Global Inc.'로 명시된, MSCI의 인덱스 경쟁사 중 하나인 S&P Dow Jones Indices LLC의 공동 투자사입니다.",
MSFT↔ORCL,COMPETES_WITH,"SEC 10-K: Our enterprise cloud, license and hardware offerings compete directly with certain offerings from so",엔터프라이즈 클라우드,True,,pending,pending,False,True,1.0,True,pending,pending,False,False,False,클라우드·엔터프라이즈SW,"문장은 자사의 엔터프라이즈 클라우드, 라이선스 및 하드웨어 서비스가 Adobe Systems, Alphabet, Amazon, Cisco, Intel, IBM, Microsoft, Salesforce, SAP, Hewlett-Packard Enterprise 및 Workday 등의 세계 최대 경쟁사들의 특정 서비스와 직접 경쟁한다고 설명합니다.",target_absent|truncated,"Our enterprise cloud, license and hardware offerings compete directly with certain offerings from some of the largest and most competitive companies in the world, including Adobe Systems Incorporated, Alphabet Inc., Amazon.com, Inc., Cisco Systems, Inc., Intel Corporation, International Business Machines Corporation, Microsoft Corporation, Salesforce, Inc. and SAP SE, as well as other companies like Hewlett-Packard Enterprise and Workday, Inc.",ORCL 10-K FY2025 · Item 7 MD&A,symbol_a (MSFT)는 'Microsoft Corporation'으로 명시되어 언급된 경쟁사 목록에 포함됩니다. 또한 'Our'를 통해 자사의 서비스를 지칭하는 주체입니다. symbol_b (ORCL) 미등장.,근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
MSFT↔WDAY,COMPETES_WITH,"SEC 10-K: These vendors include, without limitation, Anaplan, Inc.; ADP; Coupa Software Inc.; Dayforce, Inc.; ",,False,,pending,pending,False,True,0.0,True,pending,pending,False,True,False,,"이 문장은 특정 벤더 목록에 Anaplan, ADP, Coupa, Dayforce, Microsoft, NetSuite, ServiceNow, UKG 등이 포함되어 있다고 언급합니다. 또한 다른 클라우드 또는 AI 플랫폼 회사들이 타겟 시장에서 경쟁하거나, 잠재 고객이 자체 애플리케이션을 개발할 수 있다고 설명합니다.",list|target_absent|truncated,"These vendors include, without limitation, Anaplan, Inc.; ADP; Coupa Software Inc.; Dayforce, Inc.; Microsoft; NetSuite; ServiceNow, Inc.; and UKG Inc.
In addition, other cloud or AI platform companies that provide services in different target markets or industries may develop applications or acquire companies that operate in our target markets or industries, and some potential customers may elect to develop their own internal applications. However, the domain and industry expertise that is required for a successful solution in the areas of financial management and HCM may inhibit new entrants, who may also be unable to invest the necessary capital to accurately address global requirements and regulations.",WDAY 10-K FY2025 · Item 1 사업,symbol_a (MSFT)는 'Microsoft'로 명시되어 언급된 벤더 목록에 포함됩니다. symbol_b (WDAY) 미등장.,근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
MTB↔SYF,COMPETES_WITH,"SEC 10-K: Our primary competitors for partners include major financial institutions, such as American Express,",금융 서비스,True,,pending,pending,True,True,0.3,True,pending,pending,False,False,False,금융·결제·거래소,"이 문장은 자사의 파트너 확보를 위한 주요 경쟁사로 American Express, Bread Financial, Capital One/Discover, JPMorgan Chase, Citibank, TD Bank, Wells Fargo 등의 주요 금융 기관을 언급합니다. 또한 일부 경쟁사들이 자사보다 훨씬 규모가 크다고 설명합니다.",truncated,"Our primary competitors for partners include major financial institutions, such as American Express, Bread Financial, Capital One/Discover, JPMorgan Chase, Citibank, TD Bank and Wells Fargo, as well as, financial technology companies, point-of-sale lending focused companies, and potential partners’ own in-house financing capabilities. Some of our competitors are substantially larger than we are, which may give those competitors advantages, including a more diversified product and customer base, the ability to reach out to more customers and potential customers, operational efficiencies, more versatile technology platforms, broad-based local distribution capabilities and lower-cost funding.",SYF 10-K FY2025 · Item 7 MD&A,"symbol_a (MTB)는 'Our primary competitors'의 'Our'에 해당하며, 문장에서 자사의 경쟁사를 설명하는 주체입니다. symbol_b (SYF) 미등장.",
